name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Fresh Shrimp Boil,https://www.allrecipes.com/recipe/241981/fresh-shrimp-boil/,,"World Cuisine ,Latin American","This is how I prepare shrimp. You can eat these chilled, with cocktail sauce or add them to your favorite recipe. I love to add these shrimp to coctel de camaron (Mexican shrimp cocktail).",4.95,19,19,"1 (12 fluid ounce) can or bottle beer ; ½ onion, chopped ; 2 tablespoons red pepper flakes ; 2 tablespoons chopped fresh parsley ; 2 tablespoons salt ; 2 tablespoons butter ; 1 tablespoon chopped garlic ; 1 tablespoon pickling spice ; 1 teaspoon dried Mexican oregano ; 2 bay leaves ;  cold water, as needed ; 1 pound raw shrimp","Mix beer, onion, red pepper flakes, parsley, salt, butter, garlic, pickling spice, oregano, and bay leaves in a saucepan; add enough cold water to fill the saucepan. Bring the mixture to a boil. Drop shrimp into the boiling liquid, let the mixture return to a boil, and cook until shrimp are bright pink and the meat is no longer transparent in the center, about 5 minutes; drain.",15 mins,5 mins,20 mins,2,2 servings,420.0,19.9,3.4,15.2,8.2,375.7,40.1,4.0,7526.5,136.6,192.9,7.1,114.7,709.0,,,4876.5,15.3,,21.7,46.7,0.1,,,,,,,,,,
Salmon and Spinach Fettuccine,https://www.allrecipes.com/recipe/43845/salmon-and-spinach-fettuccine/,,"World Cuisine ,European","Inspired by my favorite local Italian restaurant's secret recipe. After some trial and error, I think I have it. Creamy Alfredo sauce and salmon complement each other well. Spinach adds great color.",4.36,193,201,"8 ounces dry fettuccine pasta ; ¼ cup butter ; 1 cup milk ; 1 tablespoon all-purpose flour ; 1 cup freshly grated Parmesan cheese ; ½ pound smoked salmon, chopped ; 1 cup chopped fresh spinach ; 2 tablespoons capers ; ¼ cup chopped sun-dried tomatoes ; ½ cup chopped fresh oregano","Bring a large pot of lightly salted water to a boil. Add fettuccine, and cook for 11 to 13 minutes or until al dente; drain. In a medium saucepan over medium heat, melt the butter, and blend with milk. Mix in the flour to thicken. Gradually stir in the Parmesan cheese until melted. Crumble salmon into the butter mixture. Stir in the spinach, capers, sun-dried tomatoes, and oregano. Cook and stir about 3 minutes, until heated through. Serve over the cooked pasta.",15 mins,25 mins,40 mins,4,4 servings,511.9,49.4,6.2,22.6,12.3,66.0,28.9,2.7,1064.8,203.4,364.4,3.0,71.8,524.6,,,1507.0,10.7,,9.1,139.1,0.1,,,,,,,,,,
Beaufort Stew,https://www.allrecipes.com/recipe/39302/beaufort-stew/,,"Soups, Stews and Chili Recipes ,Stews",This is a SC Lowcountry recipe. Very easy!,4.62,26,28,"1 pound smoked sausage links, sliced ; 10 frozen small corn cobs ; 10 small red potatoes ; 1 (3 ounce) package dry crab boil ; 1 ½ pounds unpeeled, large fresh shrimp ;  salt to taste","Place the sausage, corn, potatoes, and dry crab boil seasoning mix in a large pot filled with enough water to cover. Bring to a boil over high heat. Reduce the heat to low and simmer until potatoes are tender, about 15 minutes. Mix in the shrimp, and continue cooking until opaque, 2 to 3 minutes. Drain, season with salt, and serve hot.",15 mins,20 mins,35 mins,8,8 servings,547.7,55.0,5.8,20.3,6.7,168.0,34.2,6.1,1303.4,182.3,64.3,4.3,80.1,1565.9,,,285.2,9.4,,22.4,43.4,0.5,,,,,,,,,,
Broiled Lemon and Garlic Tiger Prawns,https://www.allrecipes.com/recipe/39537/broiled-lemon-and-garlic-tiger-prawns/,,"Appetizers and Snacks ,Seafood",This is a family favorite for home movie night; it's quick and easy and kids like the 'finger food' style.,4.61,131,135,"1 ½ pounds tiger prawns, peeled and deveined ; 1 cup butter ; 1 teaspoon minced garlic ; 1 ½ tablespoons lemon juice ; 3 tablespoons grated Parmesan cheese","Preheat oven on broiler setting. With a sharp knife, remove tails from prawns, and butterfly them from the underside. Arrange prawns on broiler pan. In a small saucepan, melt butter with garlic and lemon juice. Pour 1/4 cup butter mixture in a small bowl, and brush onto prawns. Sprinkle Parmesan cheese over shrimp. Place broiler pan on top rack, and broil prawns for 4 to 5 minutes, or until done. Serve with remaining butter mixture for dipping.",10 mins,5 mins,15 mins,6,6 servings,371.3,0.6,0.1,32.4,20.1,256.1,19.8,,454.5,291.2,72.4,2.8,32.1,179.8,,,1151.1,2.6,,3.8,5.0,,,,,,,,,,,
Salmon en Croute,https://www.allrecipes.com/recipe/246066/salmon-en-croute/,,"World Cuisine ,European","Variation of salmon en croute (aka Salmon Wellington). Serve with a side of rice, asparagus, and/or spinach on Bastille Day.",4.5,8,9,"2 tablespoons olive oil, divided ; ½ onion, chopped ; 1 cup chopped fresh mushrooms ; 2 teaspoons minced garlic, divided ;  salt and ground black pepper to taste ; 1 cup baby spinach ; 1 tablespoon all-purpose flour, or as needed ; 2 sheets frozen puff pastry (such as Pepperidge Farm®), thawed ; 1 (1 1/2-pound) boned, skinned salmon fillet ; ½ teaspoon smoked paprika, or more to taste ; 1 egg, beaten ; ½ cup mayonnaise ; 2 tablespoons fresh lemon juice ; 2 teaspoons Dijon mustard ; ½ teaspoon dried dill","Heat 1 tablespoon oil in a large skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes. Add mushrooms and 1 teaspoon garlic; cook and stir until mushrooms are soft, about 5 minutes. Season with salt and black pepper. Transfer onion and mushroom mixture to a small bowl. Heat remaining 1 tablespoon oil in the same skillet. Add remaining 1 teaspoon garlic; cook and stir until fragrant, about 30 seconds. Add spinach; cook and stir until wilted, 3 to 5 minutes. Season with salt and black pepper. Transfer to another bowl. Preheat oven to 350 degrees F (175 degrees C). Line a glass baking dish with parchment paper. Dust work surface with flour. Lay 1 puff pastry sheet out on work surface. Spread onion and mushroom mixture evenly across pastry, leaving a 1/2-inch border. Center salmon on top. Sprinkle paprika over salmon and top with wilted spinach. Cover with second puff pastry sheet. Fold over and crimp edges to seal. Brush top with beaten egg. Transfer to baking dish. Bake in the preheated oven until pastry is golden, 40 to 45 minutes. Remove and let stand for 5 minutes. Slice into 4 portions. Whisk mayonnaise, lemon juice, Dijon mustard, and dill together in a small bowl. Spoon sauce onto 4 plates and place a piece of salmon on each.",20 mins,53 mins,1 hr 18 mins,4,4 servings,1205.9,60.8,2.4,85.7,18.3,131.6,47.8,2.6,652.6,771.6,98.2,4.9,78.1,835.1,,,1143.4,25.1,,9.0,137.9,0.7,,,,,,,,,,
Easy Fish Pie,https://www.allrecipes.com/recipe/273571/easy-fish-pie/,,"Seafood ,Fish","Living by the sea, we try to eat fish often and this hearty meal is an easy way to enjoy a little bit of what you fancy! This fish pie is good enough for a dinner party and the kids love it, too. Serve with a green salad or green steamed vegetables like broccoli.",3.8,5,2,"6 medium potatoes ; ½ cup butter, divided ; 1 medium white Spanish onion, chopped ; 1 ½ cups grated medium Cheddar cheese ; 1 ¼ cups light cream, or as needed ; 2 teaspoons Dijon mustard ; 1 teaspoon lemon juice ;  salt and ground black pepper to taste ; 1 ½ pounds white fish - skinned, boned, and cut into chunks ; ½ pound fresh shrimp, peeled and deveined ;  salt and ground black pepper to taste","Preheat the oven to 400 degrees F (200 degrees C). Cut a small slit in each potato and place onto a baking sheet. Bake in the preheated oven until potatoes are easily pierced with a fork, about 1 hour 10 minutes. While the potatoes are baking, melt 4 tablespoons butter in a skillet over medium heat; stir in onion. Cook and stir until onion has softened and turned translucent, about 5 minutes. Mix in Cheddar cheese, cream, mustard, and lemon juice. Season with salt and pepper. Cook, stirring frequently, until sauce is warm and Cheddar has melted, 3 to 5 minutes. Remove from heat. Place white fish and shrimp in a 3 1/2-quart oven-proof baking dish. Pour cheese sauce over the fish; stir until well combined. Scoop the flesh out of the baked potatoes and place in a large bowl; discard the skins. Add 4 tablespoons butter and season with salt and pepper. Mash with a fork until butter has melted and potatoes are smooth. Spread the mashed potatoes evenly over the top of the fish. Bake until sauce is bubbling and potato topping is golden brown, about 55 minutes.",30 mins,2 hrs 5 mins,2 hrs 35 mins,8,1 3 1/2-quart baking dish,528.8,31.7,2.3,31.2,17.1,171.8,30.7,3.9,401.4,280.4,246.5,2.4,83.8,1082.3,,,952.0,10.1,,34.0,46.5,0.3,,,,,,,,,,
Pecan-Crusted Walleye,https://www.allrecipes.com/recipe/217342/pecan-crusted-walleye/,,"Seafood ,Fish",A light crust for this delicate fish won't cover up the taste of the fish itself. Plus it is quick and easy.,4.39,18,18,1 egg ; ¼ teaspoon garlic powder ; ¼ teaspoon onion powder ; ¼ teaspoon ground paprika ; 1 pinch cayenne pepper ; 1 pinch salt ; 1 cup ground pecan meal ; 4 (4 ounce) fillets walleye ; 1 tablespoon butter ; 1 tablespoon vegetable oil,"Beat the egg with the garlic powder, onion powder, paprika, cayenne pepper, and salt until evenly mixed. Spread the pecan meal into a shallow dish. Dip the walleye fillets into the egg mixture, then press into the pecan flour. Heat the butter and vegetable oil in a large skillet over medium-high heat. Place the walleye fillets into the pan. Cook until golden brown on both sides and the fish flakes easily with a fork, 3 to 4 minutes per side.",10 mins,10 mins,20 mins,4,4 servings,324.9,3.3,1.0,24.0,4.3,151.7,25.3,2.1,96.0,215.8,147.8,2.3,61.5,551.9,,,336.7,7.6,,0.4,28.0,0.5,,,,,,,,,,
Tuna Lettuce Wraps,https://www.allrecipes.com/recipe/278456/tuna-lettuce-wraps/,,"Salad ,Seafood Salad Recipes","These are a low-calorie, low-carb, but very tasty, light alternative to a tuna wrap sandwich! Try to choose larger leaves of lettuce with no tears or holes; lettuce leaves are replacing the tortilla in a traditional wrap sandwich. Cheese is optional, but even a little adds a lot of flavor.",4.0,1,1,"1 (6 ounce) can chunk light tuna, drained ; 2 tablespoons chopped onion ; 1 tablespoon light mayonnaise ;  salt and ground black pepper to taste ; 3 leaves green lettuce, rinsed and patted dry ; 2 tablespoons finely shredded low-fat Cheddar cheese (Optional)","Combine tuna, mayonnaise, onion, salt, and pepper in a bowl. Lay lettuce leaves out. Divide tuna mixture among the leaves, placing it in the middle of each leaf. Sprinkle Cheddar cheese over the tuna. Roll leaves up to create wraps.",10 mins,,10 mins,3,3 lettuce wraps,94.5,1.4,0.7,2.5,0.6,19.7,15.8,0.2,148.1,22.6,32.4,0.9,17.3,159.5,,,94.0,10.4,,0.7,6.6,,,,,,,,,,,
Shrimp Stir Fry With Egg Noodles,https://www.allrecipes.com/recipe/231680/shrimp-stir-fry-with-egg-noodles/,,"World Cuisine ,Asian","This delicious shrimp dish is a colorful, easy to make, and will keep you wanting seconds. Enjoy.",4.44,9,11,"1 pound fresh Chinese egg noodles ; 2 tablespoons olive oil ; ⅓ cup chopped onion ; 1 clove garlic, chopped ; ¾ cup broccoli florets ; ½ cup chopped red bell pepper ; 2 cups cooked shrimp ; ½ cup sliced water chestnuts, drained ; ½ cup baby corn, drained ; ½ cup canned sliced bamboo shoots, drained ; 3 tablespoons oyster sauce ; 1 tablespoon red pepper flakes, or to taste","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in noodles and return to a boil. Cook until the pasta floats to the top, 1 to 2 minutes; drain. Heat oil in a large skillet over medium-high heat; cook and stir onion and garlic for about 1 minute. Add broccoli and bell pepper; cook and stir until just tender, about 3 minutes. Stir in shrimp, water chestnuts, baby corn, bamboo shoots, oyster sauce, and red pepper flakes. Continue cooking until shrimp and vegetables are heated through, about 3 minutes more. Serve shrimp and vegetables over noodles.",20 mins,10 mins,30 mins,6,6 servings,321.9,49.0,2.2,6.3,0.8,83.2,15.1,2.6,615.7,57.1,41.3,2.1,22.7,268.5,,,1179.1,4.1,,28.9,19.0,,,,,,,,,,,
Pan-Fried Salmon,https://www.allrecipes.com/recipe/263214/pan-fried-salmon/,,"Main Dishes ,Seafood Main Dishes","A simple, straightforward, quick recipe for pan-fried salmon. Besides salmon fillets, all you need is butter and fresh lemon juice.",0.0,0,1,2 tablespoons butter ; 2 tablespoons lemon juice ; 4 salmon fillets ;  salt and freshly ground black pepper to taste,"Melt butter in a large, heavy skillet over medium heat. Pour in lemon juice and swirl the skillet to mix melted butter and lemon juice. Place salmon fillets, flesh side down, in the pan and cook until browned, about 3 minutes. Spoon lemon butter over the top of the fillets as they cook. Turn fillets over with a spatula and cook for an additional 1 or 2 minutes, depending on the thickness of the fillets. Season with salt and pepper.",5 mins,5 mins,10 mins,4,4 servings,177.5,0.7,0.2,9.6,4.6,64.6,21.1,,131.8,86.6,42.6,0.6,30.2,400.6,,,291.1,11.1,,4.7,12.9,0.1,,,,,,,,,,
Eggs Benedict with Salmon,https://www.allrecipes.com/recipe/20915/eggs-benedict-with-salmon/,,"Breakfast and Brunch ,Eggs","Smoked salmon and rye bread add a new twist to the traditional eggs Benedict. Sauce can be set aside at room temp for up to one hour. When ready to serve, reheat gently in double boiler.",4.58,59,65,"¾ cup plain low-fat yogurt ; 2 teaspoons lemon juice ; 3 egg yolks ; ½ teaspoon prepared Dijon-style mustard ; ¼ teaspoon salt ; ¼ teaspoon white sugar ; 1 pinch ground black pepper ; 1 dash hot pepper sauce ; 8 eggs ; 8 slices rye bread ; 8 ounces smoked salmon, cut into thin slices ; 1 tablespoon chopped fresh parsley, for garnish ; 1 teaspoon capers, for garnish","To make the sauce: In the top of a double boiler, whisk together yogurt, lemon juice, egg yolks, mustard, salt, sugar, pepper and hot sauce. Cook over simmering water while stirring constantly, for 6 to 8 minutes, or until sauce is thick enough to coat the back of the spoon. In a large stock pot heat 2 quarts of salted water to a boil. Carefully break the eggs one at a time into the boiling water. When all the eggs have been added, reduce the heat to medium. When the eggs float to the top, remove them with a slotted spoon and let drain briefly. To assemble final dish: Toast bread slices and place on warm plates. Top each piece of toast with a slice of smoked salmon and a hot poached egg. Drizzle with yogurt sauce; garnish with parsley and capers.",30 mins,20 mins,1 hr,8,8 servings,223.2,18.1,3.4,9.3,2.8,270.7,16.4,1.9,617.3,83.4,104.5,2.3,28.8,236.4,,,412.7,5.8,,1.7,71.9,0.2,,,,,,,,,,
Ultimate Gulf Coast Gumbo,https://www.allrecipes.com/recipe/12774/ultimate-gulf-coast-gumbo/,,"Soups, Stews and Chili Recipes ,Stews","Gumbo filled with shrimp, crab, chicken, sausage, vegetables, and Cajun spices. I've also included crab and/or scallops in this recipe. Serve over rice, accompanied with garlic bread. Also have salt, red pepper flakes, and additional file powder on the table. Great with cold beer.",4.57,60,62,"4 pounds medium shrimp - peeled and deveined ; ½ cup corn oil ; ½ cup all-purpose flour ; 1 cup chicken broth ; 1 (3 pound) whole chicken ; 2 medium onions, chopped ; 5 stalks celery, chopped ; 1 medium green bell pepper, chopped ; 5 large tomatoes, chopped ; 4 cloves garlic, minced ; 2 bay leaves ; 1 tablespoon salt ; 2 tablespoons Old Bay Seasoning TM ; 1 tablespoon ground cayenne pepper ; 3 (6 ounce) cans crab meat, drained ; 1 pound andouille sausage, diced ; 2 tablespoons file powder","Peel and devein the shrimp and place in the refrigerator. Place shrimp heads and shells in a large pot, and cover with 2 quarts of water. Cover, and simmer over medium-low heat until liquid is reduced by half. Strain out and discard shrimp heads and shells. Reserve shrimp broth. Heat oil in a very large stockpot over medium-high heat. Stir in flour with a long-handled spoon. Cook and stir for several minutes until dark brown and flour is puffing and absorbing the oil. Slowly stir in chicken broth and an equal amount of water. Place chicken in the pot. Add onions, celery, bell pepper, tomatoes, garlic, bay leaves, red pepper flakes,   seasoning, and salt. Boil until chicken is no longer pink and the juices run clear, about 1 1/2 hours. Remove chicken from the pot, and set aside until cool enough to handle. Remove and discard bones, and chop chicken into 1 inch pieces. Return chicken back to the pot, along with reserved shrimp broth, crab meat, sausage, and shrimp. Add the file powder, and stir from the bottom of the pot. When the gumbo comes to a boil, remove from heat. Continue to stir from the bottom for 1 minute. Serve.",1 hr 30 mins,2 hrs 20 mins,3 hrs 50 mins,20,20 servings,333.1,7.3,2.0,18.3,4.6,203.7,33.3,1.4,998.9,164.5,74.8,3.6,53.2,504.1,,,793.0,12.5,,14.3,35.2,3.7,,,,,,,,,,
