name,url,img_data_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Sausage Stuffed Mushrooms II,https://www.allrecipes.com/recipe/24886/sausage-stuffed-mushrooms-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4597121.jpg,"Appetizers and Snacks,Vegetable",FAST and taste great. Everyone is shocked to know there are only 3 ingredients. There are never any left over.,4.57,321,332,"½ pound ground pork sausage , 1 (8 ounce) package cream cheese, softened , 1 (8 ounce) package fresh mushrooms, stems removed","Preheat the broiler. Place sausage in a large, deep skillet. Cook over medium high heat until evenly brown. Drain and transfer to a medium bowl. Blend cream cheese with the sausage. Stuff mushroom caps with the cream cheese and sausage mixture. Arrange stuffed mushroom caps on a medium baking sheet. Broil in the preheated oven 2 to 3 minutes, until lightly browned.",20 mins,3 mins,23 mins,10,10 servings,177.8,1.6,0.4,17.0,8.2,40.1,5.0,0.2,218.8,153.3,22.7,0.6,5.9,144.2,,,301.5,1.8,,0.9,7.4,0.1,,,,,,,,,,
Pennsylvania Dutch Pickled Beets and Eggs,https://www.allrecipes.com/recipe/13743/pennsylvania-dutch-pickled-beets-and-eggs/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F383310.jpg,"Side Dish,Vegetables",A gift from the Amish.,4.69,179,183,"8 eggs , 2 (15 ounce) cans whole pickled beets, juice reserved , 1 onion, chopped , 1 cup white sugar , ¾ cup cider vinegar , ½ teaspoon salt , 1 pinch ground black pepper , 2 bay leaves , 12 whole cloves","Place eggs in saucepan and cover with water. Bring to boil. Cover, remove from heat, and let eggs sit in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. Place beets, onion, and peeled eggs in a non-reactive glass or plastic container. Set aside. In a medium-size, non-reactive saucepan, combine sugar, 1 cup reserved beet juice, vinegar, salt, pepper, bay leaves, and cloves. Bring to a boil, lower heat, and simmer 5 minutes. Pour hot liquid over beets and eggs. Cover, and refrigerate 48 hours before using.",,,,8,8 servings,251.7,44.9,26.0,5.2,1.6,186.0,7.4,3.5,498.3,46.4,53.0,1.6,24.5,261.1,,,260.1,1.9,,3.5,54.5,,,,,,,,,,,
Mandazi (African Donuts),https://www.allrecipes.com/recipe/262205/mandazi-african-donuts/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F314631.jpg,"Bread,Yeast Bread Recipes",These amazingly soft triangle-shaped donuts are very famous in East Africa where I come from. They are excellent with a cup of tea or coffee. The dash of cardamom adds an authentic taste which makes it different from regular donuts. You can serve it with either honey or jam. Could be also served with curry - that is how we like it...,4.58,12,9,"1 cup warm milk , ¼ cup vegetable oil , ¼ cup fine white sugar , 1 medium egg , 2 teaspoons instant yeast , ½ teaspoon salt , ½ teaspoon ground cardamom , 3 ½ cups all-purpose flour, sifted ,  vegetable oil for deep frying","Combine milk, 1/4 cup vegetable oil, sugar, egg, instant yeast, salt, and cardamom in a large bowl. Mix in flour, 1 cup at a time, until dough comes together and is easily handled. Knead dough on a flat work surface until no longer sticky. Put dough back in the bowl, cover, and let rise in a warm area until doubled, about 1 hour. Press dough down gently. Knead it briefly and divide it into 4 portions. Roll each portion into a ball; keep covered with a cloth to prevent them from drying out. Roll 1 ball into a 1/3-inch-thick circle on a floured work surface. Cut into 4 triangles using a pizza cutter. Repeat with remaining balls of dough, keeping other dough covered. Heat oil in a deep-fryer or large saucepan over medium heat. Fry dough triangles 3 or 4 at a time, without overcrowding, until puffed like balloons, 1 to 2 minutes. Turn and continue frying until golden brown, 1 to 2 minutes more. Drain on paper towels. Repeat with remaining dough.",15 mins,15 mins,1 hr 30 mins,18,18 donuts,159.8,22.2,3.5,6.3,1.1,11.4,3.5,0.8,74.8,56.5,21.5,1.3,7.7,59.6,,,39.2,2.3,,,56.9,0.2,,,,,,,,,,
Baked Mini Doughnuts,https://www.allrecipes.com/recipe/242308/baked-mini-doughnuts/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2255864.jpg,"Bread,Quick Bread Recipes","Yummy mini doughnuts without the frying! These have the texture of cake doughnuts and are, of course, addicting. Enjoy!",4.31,89,103,"⅔ cup all-purpose flour , ½ teaspoon baking powder , ¼ teaspoon ground nutmeg, or more to taste , ⅛ teaspoon salt , ¼ cup milk , ½ teaspoon vanilla extract , 5 tablespoons softened butter , ⅓ cup white sugar , 1 egg , ⅓ cup white sugar , 1 teaspoon ground cinnamon","Preheat oven to 350 degrees F (175 degrees C). Grease miniature muffin cups or line with paper liners. Whisk flour, baking powder, nutmeg, and salt together in a bowl. Stir milk and vanilla extract together in a separate bowl. Beat butter and 1/3 cup white sugar together in a third bowl using an electric mixer until smooth and creamy; beat in egg. Stir flour mixture, alternating with milk mixture, into butter mixture until batter is smooth. Spoon batter into a piping bag and pipe into muffin cups, about 2/3-full. Bake in the preheated oven until a toothpick inserted in the center comes out clean, 10 to 12 minutes. Mix 1/3 cup white sugar and cinnamon together in a bowl; add warm doughnuts and gently toss with hands until coated.",20 mins,10 mins,30 mins,9,36 mini doughnuts,160.8,22.6,15.3,7.2,4.3,38.2,2.0,0.4,115.6,64.9,32.1,0.6,4.0,31.5,,,237.8,1.0,,,20.2,0.1,,,,,,,,,,
Oatmeal Chocolate Chip Muffins,https://www.allrecipes.com/recipe/6753/oatmeal-chocolate-chip-muffins/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5860843.jpg,"Bread,Quick Bread Recipes",This hearty breakfast muffin recipes packs chocolate chips and pecans into an oatmeal muffin for extra deliciousness.,4.21,663,687,"1 ¼ cups quick cooking oats , 1 ¼ cups milk , 1 egg , ½ cup vegetable oil , ¾ cup packed brown sugar , ¾ cup semisweet chocolate chips , 1 cup chopped pecans , 1 ¼ cups all-purpose flour , 4 teaspoons baking powder , 1 teaspoon salt","Combine oats and milk and allow to stand for 15 minutes. Preheat oven to 400 degrees F (205 degrees C). Grease each cup of one 12-cup muffin tin. Stir egg, oil, 1/2 cup of the brown sugar, chocolate chips and 1/2 cup of the pecans into the oat and milk mixture. Combine flour, baking powder and salt. Add oat mixture to flour mixture, stirring until just moist. Fill each cup of one 12-cup muffin tin 2/3 full. Sprinkle tops with the remaining brown sugar and pecans. Bake at 400 degrees F (205 degrees C) for 20 to 25 minutes.",20 mins,25 mins,45 mins,12,1 dozen,345.2,38.7,20.8,20.4,4.2,17.5,5.1,2.7,378.3,184.0,149.6,1.9,42.5,182.4,,,73.4,2.1,,0.2,33.3,0.2,,,,,,,,,,
Crab Rangoon,https://www.allrecipes.com/recipe/200657/crab-rangoon/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6396633.jpg,"Appetizers and Snacks,Seafood",This is said to be the closest to the rangoon served at a certain Asian food chain. The rangoon can also be deep-fried instead of baked.,3.96,224,246,"1 clove garlic, minced , 1 (8 ounce) package cream cheese , 1 (6 ounce) can crabmeat, drained and flaked , 2 green onions with tops, thinly sliced , 2 teaspoons Worcestershire sauce , ½ teaspoon light soy sauce , 48 wonton wrappers","Preheat an oven to 425 degrees F (220 degrees C). Lightly spray baking sheet with cooking spray. Combine garlic, cream cheese, crab, green onions, Worcestershire sauce, and soy sauce in a bowl. To prevent wonton skins from drying, prepare only 1 or 2 rangoon at a time. Place 1 teaspoon of filling onto the center of each wonton skin. Moisten the edges with water and fold the wonton skin diagonally to form a triangle, pressing edges to seal. Moisten one of the bottom corners. Create a crown by pulling both bottom corners together and sealing. Arrange the rangoon on the baking sheet and lightly spray with cooking spray. Bake in the preheated oven until golden brown, 12 to 15 minutes.",35 mins,15 mins,50 mins,8,48 pieces,261.2,29.2,0.3,10.8,6.3,53.8,11.2,1.0,460.6,96.8,71.1,2.3,20.6,175.1,,,423.2,5.2,,1.6,56.5,0.3,,,,,,,,,,
Air Fryer Beignets,https://www.allrecipes.com/recipe/275048/air-fryer-beignets/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F11%2F16%2F275048-air-fryer-beignets177-1-2x1-1.jpg,"Bread,Quick Bread Recipes","These beignets take on a wholesome aspect as they're cooked in an air fryer. You will need a silicone egg-bite mold, available through retailers like Amazon®.",3.6,20,18,"cooking spray , ½ cup all-purpose flour , ¼ cup white sugar , ⅛ cup water , 1 large egg, separated , 1 ½ teaspoons melted butter , ½ teaspoon baking powder , ½ teaspoon vanilla extract , 1 pinch salt , 2 tablespoons confectioners' sugar, or to taste","Preheat air fryer to 370 degrees F (185 degrees C). Spray a silicone egg-bite mold with nonstick cooking spray. Whisk flour, sugar, water, egg yolk, butter, baking powder, vanilla extract, and salt together in a large bowl. Stir to combine. Beat egg white in a small bowl using an electric hand mixer on medium speed until soft peaks form. Fold into batter. Add batter to the prepared mold using a small hinged ice cream scoop. Place filled silicone mold into the basket of the air fryer. Fry in the preheated air fryer for 10 minutes. Remove mold from the basket carefully; pop beignets out and flip over onto a parchment paper round. Place parchment round with beignets back into the air fryer basket. Cook for an additional 4 minutes. Remove beignets from the air fryer basket and dust with confectioners' sugar.",10 mins,15 mins,25 mins,7,7 beignets,87.7,16.2,9.3,1.7,0.8,28.9,1.8,0.2,73.5,15.4,25.0,0.6,3.0,20.1,,,61.6,0.9,,,19.7,0.1,,,,,,,,,,
Southern Fried Chicken Gizzards,https://www.allrecipes.com/recipe/213193/southern-fried-chicken-gizzards/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2082778.jpg,"Appetizers and Snacks,Meat and Poultry",These flavorful gizzards are always requested at football and holiday parties. I don't know if anyone would show up if I didn't make them. The extra time boiling before frying makes a huge difference in making them tender. Definitely save the broth in the freezer!,4.43,102,105,"1 pound chicken gizzards, rinsed , 2 stalks celery, cut into chunks , 1 onion, cut into chunks , 2 bay leaves , 1 ½ teaspoons celery salt, divided , 1 teaspoon seasoned salt , ½ teaspoon ground black pepper , ½ teaspoon dried Italian herb seasoning , 1 teaspoon garlic powder , ¼ teaspoon ground cumin , ½ teaspoon Louisiana-style hot sauce , 3 cups oil for deep frying , 1 cup all-purpose flour","Place the chicken gizzards, celery, onion, bay leaves, and 1 teaspoon of celery salt into a saucepan, and pour in enough water to cover the gizzards by 1 inch. Bring the gizzards to a boil, reduce heat to low, cover, and simmer until tender, about 2 1/2 hours. Pour in more water during simmering, if needed, to keep gizzards covered. Remove the gizzards to a bowl, discard the celery and onion, and reserve the broth. Season the gizzards with 1/2 teaspoon of celery salt, the seasoned salt, pepper, Italian seasoning, garlic powder, cumin, and hot sauce, stirring to combine well. Pour 1/3 cup of the reserved broth over the seasoned gizzards, and refrigerate for 30 minutes or more, stirring often. (Save or freeze the remaining broth for another use, if desired.) Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C). Place the flour in a plastic bag, and pour in the gizzards with their seasoning. Shake the bag to thoroughly coat the gizzards with flour. Gently lower about 1/4 of the gizzards per batch into the hot oil, and fry until golden brown, about 5 minutes per batch. Drain the gizzards on paper towels, and serve hot.",10 mins,2 hrs 50 mins,3 hrs 30 mins,6,6 servings,304.6,20.7,1.2,17.1,3.1,189.5,16.5,1.2,594.3,153.6,31.3,5.7,21.2,241.6,,,5184.5,9.2,,6.1,208.0,0.2,,,,,,,,,,
Caramel Rolls,https://www.allrecipes.com/recipe/260902/caramel-rolls/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F931717.jpg,"Bread,Yeast Bread Recipes",This is my absolute favorite thing on earth! It's perfect for all holiday mornings!,4.25,4,2,"¾ cup water , 2 tablespoons butter , 2 cups white bread flour , 2 tablespoons white sugar , 1 ½ tablespoons nonfat dry milk powder , 1 teaspoon fast-rising dry yeast , ½ teaspoon salt , ½ cup brown sugar , ¼ cup light corn syrup , ¼ cup butter , ¼ cup chopped pecans (Optional), ¼ cup butter, softened , ½ teaspoon ground cinnamon","Combine water, 2 tablespoons butter, bread flour, white sugar, milk powder, and yeast, in that order, in the bucket of a bread machine. Select the Dough cycle. Remove dough from the machine after the cycle is done, about 1 hour 45 minutes. Combine brown sugar, light corn syrup, and 1/4 cup butter in a saucepan over medium heat. Cook and stir until sugar is dissolved, about 3 minutes. Pour sauce into an 8-inch square baking pan. Sprinkle with pecans. Turn dough out onto a floured surface, punch it down, and roll into an 8x12-inch rectangle. Dot with 1/4 cup butter and sprinkle with cinnamon. Roll up and pinch seams together. Slice roll into 1 1/2-inch thick slices; place slices into the pan on top of the sauce. Set aside until doubled in size, about 1 hour. Preheat oven to 375 degrees F (190 degrees C). Bake rolls in the preheated oven until golden brown, 20 to 25 minutes. Cool in the pan for no more than 3 minutes; place a sheet of waxed paper on top of the pan and invert so that sauce and pecans are on top.",45 mins,23 mins,3 hrs 56 mins,12,12 rolls,251.1,33.9,13.5,11.8,6.3,25.6,3.5,0.9,177.8,106.0,29.8,1.2,11.4,72.0,,,317.8,2.6,,0.1,51.0,0.2,,,,,,,,,,
Salmon Terrine,https://www.allrecipes.com/recipe/241882/salmon-terrine/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2432669.jpg,"Appetizers and Snacks,Dips and Spreads Recipes","Salmon, butter, Dijon mustard, and fresh tarragon are just some of what make this traditional French fare so delicious. This no-bake version is more like a spread, which is perfect for casual parties, and you can make it in any kind of crock or bowl. Pair it with toasted baguette slices for an appetizer or eat as a salad.",4.89,9,12,"5 cups water , 2 teaspoons salt , 1 (12 ounce) fresh salmon fillet , 8 ounces smoked salmon, chopped , ⅓ cup chopped green onion , 2 tablespoons chopped fresh parsley , 1 teaspoon chopped fresh tarragon, or to taste , 7 tablespoons butter, softened , ½ cup mayonnaise , 1 tablespoon Dijon mustard , 1 tablespoon fresh lemon juice, or to taste , ½ teaspoon black pepper","Bring water to a boil in a large saucepan and add salt. Add salmon fillet, reduce to a simmer, and cook until just cooked through, 6 to 8 minutes. Transfer salmon to a plate using a slotted spoon and let cool 10 minutes. Flake salmon into a large bowl, discarding skin, and toss with smoked salmon, green onion, parsley, and tarragon. Whisk together butter, mayonnaise, mustard, lemon juice, and pepper in a bowl until smooth. Add mayonnaise mixture to salmon mixture and gently stir until well combined. Cover and chill 3 hours. Serve with toasted baguette slices or crackers.",20 mins,8 mins,3 hrs 40 mins,12,3 cups,202.3,1.0,0.2,17.9,6.1,42.4,9.3,0.1,687.4,161.1,15.0,0.4,13.8,154.7,,,346.4,4.8,,3.1,11.4,0.1,,,,,,,,,,
Million Dollar Dip,https://www.allrecipes.com/recipe/274348/million-dollar-dip/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6775512.jpg,"Appetizers and Snacks,Dips and Spreads Recipes","Formerly known as 'Neiman Marcus dip,' this million dollar dip tastes just like it sounds. I've had more than a few cheesy dips in my day, but this is by far the richest and most addictive one yet. And it's much cheaper than the name suggests! Served with crackers and garnished with green onions and bacon, this dip is sure to be a huge hit at your next party.",4.39,18,15,"½ cup slivered almonds , 6 slices bacon, or more as needed , 1 ½ cups mayonnaise , 1 (8 ounce) package sharp Cheddar cheese, shredded , ½ cup thinly sliced green onions , 1 pinch cayenne pepper","Toast almonds in a saucepan over medium heat until lightly golden. Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until crispy and evenly browned, 8 to 10 minutes. Drain and cool slightly before chopping into bits. Combine mayonnaise and Cheddar cheese in a mixing bowl. Toss in bacon, green onions, almonds, and cayenne. Stir with a spatula until combined. Wrap and chill in the fridge at least 1 hour before transferring to a serving bowl.",10 mins,10 mins,1 hr 20 mins,24,3 cups,163.1,1.2,0.3,16.1,4.0,17.5,3.8,0.3,189.6,145.1,75.8,0.2,10.8,44.1,,,158.0,1.0,,0.4,4.7,,,,,,,,,,,
